https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://www.w3.org/ns/dcat#keyword	PS@en
https://haleconnect.com/services/bsp/org.223.f8a77f5a-1260-41be-892a-7d57c2983f18/service/atom/id_predefined_dataset	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://xmlns.com/foaf/0.1/Document
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://purl.org/dc/terms/issued	2020-11-20^^http://www.w3.org/2001/XMLSchema#date
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://purl.org/dc/terms/conformsTo	http://www.opengis.net/def/crs/EPSG/0/3044
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://www.w3.org/ns/dcat#distribution	_:t2589
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://purl.org/dc/terms/conformsTo	_:t2622
https://envi.data.gov.dk/5a1dc94d-ce2e-4748-886f-856eac807b37	http://xmlns.com/foaf/0.1/isPrimaryTopicOf	_:t2463
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://www.w3.org/ns/dcat#theme	_:t2537
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://xmlns.com/foaf/0.1/isPrimaryTopicOf	_:t2610
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://purl.org/dc/terms/conformsTo	_:t2541
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://www.w3.org/ns/dcat#keyword	INSPIRE@en
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://www.w3.org/ns/prov#wasUsedBy	_:t2638
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://purl.org/dc/terms/conformsTo	http://www.opengis.net/def/crs/EPSG/0/25832
https://envi.data.gov.dk/5a1dc94d-ce2e-4748-886f-856eac807b37	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/ns/dcat#Dataset
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://www.w3.org/ns/prov#wasUsedBy	_:t2628
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/ns/prov#Entity
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://www.w3.org/ns/prov#wasUsedBy	_:t2564
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://purl.org/dc/terms/provenance	_:t2540
https://envi.data.gov.dk/a4e02855-614d-4321-b416-973ce52b423b	http://purl.org/dc/terms/modified	2020-12-07^^http://www.w3.org/2001/XMLSchema#date
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://purl.org/dc/terms/conformsTo	_:t2621
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://www.w3.org/ns/dcat#theme	_:t2617
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://www.w3.org/ns/dcat#keyword	mim2geodatainfo@en
https://envi.data.gov.dk/5a1dc94d-ce2e-4748-886f-856eac807b37	http://www.w3.org/ns/dcat#theme	_:t2472
https://envi.data.gov.dk/5a1dc94d-ce2e-4748-886f-856eac807b37	http://purl.org/dc/terms/description	DK INSPIRE PF EU registry (2018)@en
https://envi.data.gov.dk/6b42ee2a-180d-4ff0-bda3-abce510af572	http://www.w3.org/ns/dcat#keyword	HVD@en
